profile,food_name,meal_name,positive_occurrences,distinct_source_diets,minimum_positive_g,maximum_positive_g,p05_positive_g,p95_positive_g,robust_percentile_sensitivity_available,support_strength,is_serving_recommendation
vegetariana,"Sopa, feijão, preto, c/ macarrão, c/ sal",Jantar,17,17,300.0,300.0,,,False,observed_support,False
vegetariana,"Sopa, legumes, c/ sal",Jantar,9,9,300.0,400.0,,,False,observed_support,False
vegetariana,"Suco natural, abacaxi, s/ açúcar",Café da Manhã,4,4,200.0,300.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Suco natural, abacaxi, s/ açúcar",Lanche da Tarde,4,4,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Suco natural, goiaba, vermelha, s/ açúcar",Café da Manhã,3,3,200.0,300.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Suco natural, goiaba, vermelha, s/ açúcar",Lanche da Tarde,3,3,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Suco natural, laranja, mamão, pera e maçã, s/ açúcar",Café da Manhã,5,5,200.0,200.0,,,False,observed_support,False
vegetariana,"Suco natural, melancia, c/ açúcar",Lanche da Tarde,7,7,200.0,200.0,,,False,observed_support,False
vegetariana,"Suco, laranja, s/ açúcar",Café da Manhã,50,45,200.0,300.0,200.0,200.0,True,observed_support,False
vegetariana,"Suco, laranja, s/ açúcar",Lanche da Tarde,28,27,200.0,200.0,200.0,200.0,True,observed_support,False
vegetariana,"Suco, laranjada, c/ açúcar",Ceia,3,3,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Suflê, cenoura, c/ molho branco, c/ sal",Almoço,5,5,150.0,150.0,,,False,observed_support,False
vegetariana,"Suflê, cenoura, c/ molho branco, c/ sal",Jantar,4,4,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Taioba, folha, cozida, drenada, s/ óleo, c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Tangerina, Ponkã, in natura",Lanche da Manhã,9,9,150.0,150.0,,,False,observed_support,False
vegetariana,"Tangerina, Ponkã, in natura",Lanche da Tarde,9,9,150.0,150.0,,,False,observed_support,False
vegetariana,"Tapioca, c/ leite condensado e coco",Lanche da Tarde,2,2,80.0,80.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Tapioca, sem manteiga, sem recheio",Café da Manhã,46,46,60.0,100.0,60.0,80.0,True,observed_support,False
vegetariana,"Tapioca, sem manteiga, sem recheio",Jantar,1,1,80.0,80.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Tapioca, sem manteiga, sem recheio",Lanche da Tarde,13,13,60.0,60.0,,,False,observed_support,False
vegetariana,"Tomate, in natura",Almoço,39,30,50.0,100.0,50.0,82.0,True,observed_support,False
vegetariana,"Tomate, in natura",Jantar,27,25,50.0,100.0,50.0,80.0,True,observed_support,False
vegetariana,"Tomate, molho, industrializado",Jantar,16,15,60.0,100.0,,,False,observed_support,False
vegetariana,"Tomate, refogado (c/ óleo de soja, cebola e alho), c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Tomate, refogado (c/ óleo de soja, cebola e alho), c/ sal",Jantar,7,7,100.0,100.0,,,False,observed_support,False
vegetariana,"Torrada, trigo, integral",Ceia,2,2,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Torrada, trigo, integral",Jantar,10,10,30.0,40.0,,,False,observed_support,False
vegetariana,"Torrada, trigo, integral",Lanche da Tarde,1,1,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Torrada, trigo, tradicional",Ceia,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Torrada, trigo, tradicional",Jantar,8,8,30.0,30.0,,,False,observed_support,False
vegetariana,"Uva, in natura",Lanche da Manhã,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Uva, in natura",Lanche da Tarde,2,2,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Uva, passa, preta",Lanche da Tarde,1,1,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Vagem, cozida, drenada, s/ óleo, c/ sal (média de diferentes amostras)",Almoço,2,2,60.0,60.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Vagem, cozida, drenada, s/ óleo, c/ sal (média de diferentes amostras)",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Vagem, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Vitamina, leite de vaca integral c/ abacate, c/ açúcar",Lanche da Tarde,7,7,200.0,250.0,,,False,observed_support,False
vegetariana,"Vitamina, leite de vaca integral c/ banana, c/ açúcar",Café da Manhã,3,3,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Vitamina, leite de vaca integral c/ banana, c/ açúcar",Ceia,1,1,250.0,250.0,,,False,weak_lt_5_occurrences,False
vegetariana,"Vitamina, leite de vaca integral c/ banana, c/ açúcar",Lanche da Tarde,28,28,200.0,250.0,217.5,250.0,True,observed_support,False
vegetariana,"Vitamina, leite de vaca integral c/ morango, c/ açúcar",Lanche da Tarde,6,6,200.0,200.0,,,False,observed_support,False
vegana,"Abacate, polpa, in natura",Café da Manhã,29,25,50.0,120.0,54.0,112.0,True,observed_support,False
vegana,"Abacate, polpa, in natura",Ceia,11,11,80.0,120.0,,,False,observed_support,False
vegana,"Abacate, polpa, in natura",Lanche da Tarde,12,12,80.0,150.0,,,False,observed_support,False
vegana,"Abacaxi, polpa, in natura",Café da Manhã,10,10,150.0,150.0,,,False,observed_support,False
vegana,"Abobrinha, italiana, c/ casca, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,7,7,100.0,100.0,,,False,observed_support,False
vegana,"Abobrinha, italiana, c/ casca, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,33,33,80.0,120.0,100.0,120.0,True,observed_support,False
vegana,"Abóbora, moranga, refogada (c/ óleo, cebolha e alho), c/ sal",Almoço,22,22,80.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Abóbora, moranga, refogada (c/ óleo, cebolha e alho), c/ sal",Jantar,14,14,100.0,100.0,,,False,observed_support,False
vegana,"Abóbora, moranga, s/ casca, s/ semente, assada, s/ óleo, c/ sal",Jantar,10,10,100.0,150.0,,,False,observed_support,False
vegana,"Acelga, crua",Almoço,26,18,50.0,50.0,50.0,50.0,True,observed_support,False
vegana,"Acelga, crua",Jantar,10,9,50.0,100.0,,,False,observed_support,False
vegana,"Alface, crua",Almoço,57,44,50.0,50.0,50.0,50.0,True,observed_support,False
vegana,"Alface, crua",Jantar,20,13,50.0,50.0,50.0,50.0,True,observed_support,False
vegana,"Alho, refogado c/ óleo de soja, s/ sal",Jantar,2,2,5.0,5.0,,,False,weak_lt_5_occurrences,False
vegana,"Almeirão, cru",Jantar,10,10,50.0,50.0,,,False,observed_support,False
vegana,"Amendoim, grão, cru",Café da Manhã,9,8,20.0,30.0,,,False,observed_support,False
vegana,"Amendoim, grão, cru",Ceia,10,9,20.0,30.0,,,False,observed_support,False
vegana,"Amendoim, grão, cru",Lanche da Manhã,8,8,20.0,30.0,,,False,observed_support,False
vegana,"Amendoim, grão, cru",Lanche da Tarde,13,8,20.0,40.0,,,False,observed_support,False
vegana,"Amendoim, torrado, c/ sal",Café da Manhã,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Amendoim, torrado, c/ sal",Ceia,3,3,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Amendoim, torrado, c/ sal",Lanche da Manhã,2,2,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Amendoim, torrado, c/ sal",Lanche da Tarde,30,27,20.0,40.0,20.0,40.0,True,observed_support,False
vegana,"Amêndoa, torrada, c/ sal",Café da Manhã,4,4,20.0,25.0,,,False,weak_lt_5_occurrences,False
vegana,"Amêndoa, torrada, c/ sal",Ceia,22,20,20.0,25.0,20.0,20.0,True,observed_support,False
vegana,"Amêndoa, torrada, c/ sal",Lanche da Manhã,8,8,15.0,25.0,,,False,observed_support,False
vegana,"Amêndoa, torrada, c/ sal",Lanche da Tarde,3,3,20.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Arroz, creme, cozido, s/ tempero",Café da Manhã,8,8,200.0,200.0,,,False,observed_support,False
vegana,"Arroz, integral, cozido, c/ óleo, cebolha e alho, c/ sal",Almoço,116,50,100.0,180.0,100.0,150.0,True,observed_support,False
vegana,"Arroz, integral, cozido, c/ óleo, cebolha e alho, c/ sal",Jantar,35,29,100.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Arroz, polido, cozido, c/ óleo, cebola e alho, c/ sal",Almoço,14,11,150.0,150.0,,,False,observed_support,False
vegana,"Arroz, polido, cozido, c/ óleo, cebola e alho, c/ sal",Jantar,25,24,100.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Aveia, crua (média de diferentes tipos)",Café da Manhã,3,2,20.0,60.0,,,False,weak_lt_5_occurrences,False
vegana,"Aveia, crua (média de diferentes tipos)",Lanche da Manhã,50,41,30.0,40.0,30.0,40.0,True,observed_support,False
vegana,"Aveia, crua (média de diferentes tipos)",Lanche da Tarde,13,13,20.0,40.0,,,False,observed_support,False
vegana,"Avelã , crua, s/ sal",Café da Manhã,4,4,15.0,15.0,,,False,weak_lt_5_occurrences,False
vegana,"Avelã , crua, s/ sal",Ceia,18,18,15.0,25.0,,,False,observed_support,False
vegana,"Avelã , crua, s/ sal",Lanche da Manhã,1,1,15.0,15.0,,,False,weak_lt_5_occurrences,False
vegana,"Avelã , crua, s/ sal",Lanche da Tarde,4,4,15.0,15.0,,,False,weak_lt_5_occurrences,False
vegana,"Azeite, oliva",Almoço,74,19,10.0,15.0,10.0,15.0,True,observed_support,False
vegana,"Azeite, oliva",Jantar,35,17,5.0,15.0,5.0,15.0,True,observed_support,False
vegana,"Azeite, oliva",Lanche da Tarde,3,3,10.0,15.0,,,False,weak_lt_5_occurrences,False
vegana,"Banana, da terra, assada, s/ adição de ingredientes",Café da Manhã,7,7,100.0,120.0,,,False,observed_support,False
vegana,"Banana, da terra, assada, s/ adição de ingredientes",Ceia,1,1,120.0,120.0,,,False,weak_lt_5_occurrences,False
vegana,"Banana, da terra, assada, s/ adição de ingredientes",Lanche da Tarde,28,28,100.0,150.0,120.0,150.0,True,observed_support,False
vegana,"Banana, in natura",Almoço,1,1,5.0,5.0,,,False,weak_lt_5_occurrences,False
vegana,"Banana, in natura",Café da Manhã,28,22,50.0,100.0,100.0,100.0,True,observed_support,False
vegana,"Banana, in natura",Lanche da Manhã,11,11,100.0,120.0,,,False,observed_support,False
vegana,"Banana, in natura",Lanche da Tarde,34,31,100.0,120.0,100.0,120.0,True,observed_support,False
vegana,"Barra de cereal, diet",Lanche da Tarde,11,11,25.0,30.0,,,False,observed_support,False
vegana,"Batata baroa (mandioquinha, batata salsa), cozida, drenada, s/ óleo, c/ sal",Almoço,11,11,100.0,200.0,,,False,observed_support,False
vegana,"Batata baroa (mandioquinha, batata salsa), cozida, drenada, s/ óleo, c/ sal",Jantar,8,8,150.0,180.0,,,False,observed_support,False
vegana,"Batata, doce, s/ casca, cozida, drenada, s/ óleo, c/ sal",Almoço,44,44,100.0,200.0,120.0,200.0,True,observed_support,False
vegana,"Batata, doce, s/ casca, cozida, drenada, s/ óleo, c/ sal",Jantar,7,7,150.0,200.0,,,False,observed_support,False
vegana,"Batata, inglesa, s/ casca, cozida, drenada, s/ óleo, c/ sal",Almoço,9,9,120.0,150.0,,,False,observed_support,False
vegana,"Batata, inglesa, s/ casca, cozida, drenada, s/ óleo, c/ sal",Jantar,10,10,150.0,200.0,,,False,observed_support,False
vegana,"Bebida, café, infusão 10%, s/ açúcar",Café da Manhã,66,40,150.0,200.0,150.0,200.0,True,observed_support,False
vegana,"Bebida, chá, infusão, s/ açúcar (média de várias ervas)",Café da Manhã,2,2,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Bebida, chá, infusão, s/ açúcar (média de várias ervas)",Ceia,12,12,200.0,200.0,,,False,observed_support,False
vegana,"Bebida, chá, mate, infusão 5%, s/ açúcar",Café da Manhã,8,7,200.0,200.0,,,False,observed_support,False
vegana,"Bebida, chá, mate, infusão 5%, s/ açúcar",Lanche da Tarde,3,3,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Bebida, chá, preto, infusão 5%, s/ açúcar",Café da Manhã,12,12,200.0,200.0,,,False,observed_support,False
vegana,"Bebida, chá, preto, infusão 5%, s/ açúcar",Ceia,5,5,200.0,200.0,,,False,observed_support,False
vegana,"Bebida, chá, preto, infusão 5%, s/ açúcar",Lanche da Tarde,9,9,200.0,200.0,,,False,observed_support,False
vegana,"Bebida, infusão, erva-mate, chimarrão, (70g de matéria seca - 30% de ramos e 70% de folhas - em 1 L de água)",Café da Manhã,3,3,200.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Berinjela, c/ casca, grelhada, s/ gordura, c/ sal",Almoço,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Berinjela, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,14,14,100.0,150.0,,,False,observed_support,False
vegana,"Berinjela, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,5,5,100.0,150.0,,,False,observed_support,False
vegana,"Beterraba, cozida, drenada, s/ óleo, c/ sal",Almoço,4,4,80.0,80.0,,,False,weak_lt_5_occurrences,False
vegana,"Beterraba, cozida, drenada, s/ óleo, c/ sal",Jantar,6,6,80.0,80.0,,,False,observed_support,False
vegana,"Beterraba, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,9,9,80.0,100.0,,,False,observed_support,False
vegana,"Beterraba, s/ casca, crua",Almoço,32,32,50.0,80.0,50.0,80.0,True,observed_support,False
vegana,"Beterraba, s/ casca, crua",Jantar,1,1,60.0,60.0,,,False,weak_lt_5_occurrences,False
vegana,"Biscoito, arroz",Café da Manhã,7,7,40.0,50.0,,,False,observed_support,False
vegana,"Biscoito, arroz",Ceia,6,6,30.0,30.0,,,False,observed_support,False
vegana,"Biscoito, arroz",Lanche da Tarde,34,34,30.0,50.0,36.5,50.0,True,observed_support,False
vegana,"Biscoito, doce, simples (média de diferentes tipos)",Lanche da Tarde,4,4,40.0,40.0,,,False,weak_lt_5_occurrences,False
vegana,"Brócolis, flor, refogado (c/ óleo, cebola e alho), c/ sal",Jantar,10,10,80.0,120.0,,,False,observed_support,False
vegana,"Brócolos, flor, cozido, drenado, s/ óleo, c/ sal",Almoço,8,8,80.0,100.0,,,False,observed_support,False
vegana,"Brócolos, flor, cozido, drenado, s/ óleo, c/ sal",Jantar,49,42,100.0,100.0,100.0,100.0,True,observed_support,False
vegana,"Cacau, in natura",Ceia,3,3,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Canela, em pó",Lanche da Tarde,4,4,2.0,2.0,,,False,weak_lt_5_occurrences,False
vegana,"Canjica, milho, branca, cozida, drenada",Café da Manhã,2,1,180.0,200.0,,,False,weak_lt_5_occurrences,False
vegana,"Canjica, milho, branca, cozida, drenada",Jantar,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegana,"Canjica, milho, branca, cozida, drenada",Lanche da Tarde,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Caqui, in natura",Lanche da Manhã,9,9,150.0,150.0,,,False,observed_support,False
vegana,"Castanha de caju, crua, s/ sal",Café da Manhã,6,6,20.0,25.0,,,False,observed_support,False
vegana,"Castanha de caju, crua, s/ sal",Ceia,21,20,15.0,30.0,15.0,25.0,True,observed_support,False
vegana,"Castanha de caju, crua, s/ sal",Lanche da Manhã,22,22,15.0,35.0,20.0,30.0,True,observed_support,False
vegana,"Castanha de caju, crua, s/ sal",Lanche da Tarde,2,2,20.0,20.0,,,False,weak_lt_5_occurrences,False
vegana,"Castanha do Brasil, crua",Ceia,26,26,15.0,25.0,15.0,20.0,True,observed_support,False
vegana,"Castanha do Brasil, crua",Lanche da Manhã,16,15,10.0,25.0,,,False,observed_support,False
vegana,"Castanha do Brasil, crua",Lanche da Tarde,33,33,10.0,25.0,18.0,25.0,True,observed_support,False
vegana,"Catchup, tomate, molho",Almoço,2,2,30.0,40.0,,,False,weak_lt_5_occurrences,False
vegana,"Cebolinha, verde, crua",Almoço,8,8,10.0,10.0,,,False,observed_support,False
vegana,"Cenoura, s/ casca, cozida, drenada, s/ óleo, c/ sal",Almoço,8,8,80.0,100.0,,,False,observed_support,False
vegana,"Cenoura, s/ casca, cozida, drenada, s/ óleo, c/ sal",Jantar,10,9,80.0,100.0,,,False,observed_support,False
vegana,"Cenoura, s/ casca, crua",Almoço,15,15,50.0,80.0,,,False,observed_support,False
vegana,"Cenoura, s/ casca, crua",Jantar,15,15,80.0,80.0,,,False,observed_support,False
vegana,"Cereais, barra (média de diferentes sabores)",Lanche da Tarde,3,3,20.0,25.0,,,False,weak_lt_5_occurrences,False
vegana,"Cereais, granola, caseira",Lanche da Tarde,16,16,40.0,50.0,,,False,observed_support,False
vegana,"Cereal matinal, milho",Ceia,1,1,40.0,40.0,,,False,weak_lt_5_occurrences,False
vegana,"Cereal matinal, milho",Lanche da Manhã,9,9,40.0,40.0,,,False,observed_support,False
vegana,"Cereal matinal, milho",Lanche da Tarde,3,3,40.0,40.0,,,False,weak_lt_5_occurrences,False
vegana,"Chia, semente, seca",Café da Manhã,5,5,10.0,15.0,,,False,observed_support,False
vegana,"Chia, semente, seca",Ceia,15,15,10.0,10.0,,,False,observed_support,False
vegana,"Chia, semente, seca",Lanche da Manhã,20,13,5.0,15.0,9.75,15.0,True,observed_support,False
vegana,"Chia, semente, seca",Lanche da Tarde,15,15,10.0,20.0,,,False,observed_support,False
vegana,"Chicória, crua",Jantar,7,7,50.0,50.0,,,False,observed_support,False
vegana,"Chicória, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,4,4,80.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Chuchu, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal",Jantar,9,9,100.0,100.0,,,False,observed_support,False
vegana,"Coco, leite",Café da Manhã,14,14,30.0,250.0,,,False,observed_support,False
vegana,"Coco, polpa, in natura",Café da Manhã,25,23,30.0,60.0,30.0,58.0,True,observed_support,False
vegana,"Coco, polpa, in natura",Ceia,1,1,30.0,30.0,,,False,weak_lt_5_occurrences,False
vegana,"Coco, polpa, in natura",Lanche da Manhã,4,4,40.0,50.0,,,False,weak_lt_5_occurrences,False
vegana,"Coco, polpa, in natura",Lanche da Tarde,10,10,30.0,40.0,,,False,observed_support,False
vegana,"Coco, água",Café da Manhã,10,10,200.0,250.0,,,False,observed_support,False
vegana,"Coco, água",Ceia,15,15,200.0,300.0,,,False,observed_support,False
vegana,"Coco, água",Lanche da Manhã,5,5,250.0,250.0,,,False,observed_support,False
vegana,"Coco, água",Lanche da Tarde,15,15,200.0,300.0,,,False,observed_support,False
vegana,"Cogumelo, Paris, cozido, drenado, s/ óleo, c/ sal",Almoço,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Couve, crua",Almoço,11,9,50.0,100.0,,,False,observed_support,False
vegana,"Couve, crua",Jantar,1,1,50.0,50.0,,,False,weak_lt_5_occurrences,False
vegana,"Couve, manteiga, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,34,33,60.0,100.0,60.0,100.0,True,observed_support,False
vegana,"Couve, manteiga, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,14,14,80.0,100.0,,,False,observed_support,False
vegana,"Couve-flor, cozida, drenada, s/ óleo, c/ sal",Almoço,25,25,100.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Couve-flor, cozida, drenada, s/ óleo, c/ sal",Jantar,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Cuscuz de milho, cozido, c/ sal",Café da Manhã,48,46,100.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Cuscuz de milho, cozido, c/ sal",Jantar,15,15,150.0,150.0,,,False,observed_support,False
vegana,"Ervilha, grão, seca, partida, cozida, drenada, s/ óleo, c/ sal",Almoço,12,12,100.0,150.0,,,False,observed_support,False
vegana,"Ervilha, grão, seca, partida, cozida, drenada, s/ óleo, c/ sal",Jantar,42,36,100.0,180.0,100.0,150.0,True,observed_support,False
vegana,"Espinafre, folha, cru",Almoço,10,10,50.0,50.0,,,False,observed_support,False
vegana,"Espinafre, folha, refogada (c/ óleo, cebola e alho), c/ sal",Almoço,14,14,80.0,100.0,,,False,observed_support,False
vegana,"Espinafre, folha, refogada (c/ óleo, cebola e alho), c/ sal",Jantar,16,16,60.0,80.0,,,False,observed_support,False
vegana,"Fava, grão, seco, cozida, drenada, s/ óleo, c/ sal",Almoço,6,6,100.0,150.0,,,False,observed_support,False
vegana,"Fava, grão, seco, cozida, drenada, s/ óleo, c/ sal",Jantar,9,9,120.0,150.0,,,False,observed_support,False
vegana,Feijoada vegetariana,Almoço,15,14,150.0,300.0,,,False,observed_support,False
vegana,Feijoada vegetariana,Jantar,17,17,200.0,350.0,,,False,observed_support,False
vegana,"Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",Almoço,66,50,100.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",Jantar,20,20,80.0,150.0,118.0,150.0,True,observed_support,False
vegana,"Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",Almoço,43,42,100.0,180.0,100.0,150.0,True,observed_support,False
vegana,"Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",Jantar,10,10,100.0,150.0,,,False,observed_support,False
vegana,"Feijão, guandu, grão, seco, cozido (50% grão e 50% caldo), s/ óleo, cebola e alho, c/ sal",Almoço,21,16,120.0,180.0,120.0,150.0,True,observed_support,False
vegana,"Feijão, guandu, grão, seco, cozido (50% grão e 50% caldo), s/ óleo, cebola e alho, c/ sal",Jantar,15,15,120.0,150.0,,,False,observed_support,False
vegana,"Feijão, preto, cozido (50% grão e 50% caldo), c/ carne de boi, músculo, s/ gordura, c/ óleo, cebola e alho, c/ sal",Almoço,1,1,120.0,120.0,,,False,weak_lt_5_occurrences,False
vegana,"Geleia, s/ açúcar (média de diferentes sabores)",Café da Manhã,17,17,20.0,40.0,,,False,observed_support,False
vegana,"Geleia, s/ açúcar (média de diferentes sabores)",Lanche da Tarde,6,6,30.0,40.0,,,False,observed_support,False
vegana,"Goiaba, inteira, in natura",Café da Manhã,6,6,100.0,100.0,,,False,observed_support,False
vegana,"Goiaba, inteira, in natura",Ceia,10,10,100.0,120.0,,,False,observed_support,False
vegana,"Goiaba, inteira, in natura",Lanche da Manhã,10,10,150.0,150.0,,,False,observed_support,False
vegana,"Goiaba, inteira, in natura",Lanche da Tarde,5,5,100.0,100.0,,,False,observed_support,False
vegana,"Grão de bico, cozido, dreando, s/ óleo, c/ sal",Almoço,36,30,100.0,150.0,120.0,150.0,True,observed_support,False
vegana,"Grão de bico, cozido, dreando, s/ óleo, c/ sal",Jantar,32,26,100.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Inhame, s/ casca, cozido, drenado, s/ óleo, c/ sal",Jantar,20,20,100.0,200.0,100.0,200.0,True,observed_support,False
vegana,"Inhame, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal",Almoço,10,10,120.0,120.0,,,False,observed_support,False
vegana,"Inhame, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal",Jantar,10,10,150.0,200.0,,,False,observed_support,False
vegana,"Kiwi, in natura",Ceia,4,4,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Kiwi, in natura",Lanche da Manhã,10,10,100.0,150.0,,,False,observed_support,False
vegana,"Kiwi, in natura",Lanche da Tarde,6,6,100.0,100.0,,,False,observed_support,False
vegana,"Laranja, in natura",Almoço,9,9,100.0,100.0,,,False,observed_support,False
vegana,"Laranja, in natura",Jantar,8,8,100.0,100.0,,,False,observed_support,False
vegana,"Laranja, in natura",Lanche da Manhã,1,1,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegana,"Leite, vaca, c/ chocolate",Café da Manhã,4,4,50.0,60.0,,,False,weak_lt_5_occurrences,False
vegana,"Lentilha, cozida, drenada, c/ óleo, cebola e alho, c/ sal",Almoço,39,39,100.0,180.0,120.0,150.0,True,observed_support,False
vegana,"Lentilha, cozida, drenada, c/ óleo, cebola e alho, c/ sal",Jantar,48,40,100.0,150.0,100.0,150.0,True,observed_support,False
vegana,"Linhaça, semente",Café da Manhã,9,8,15.0,20.0,,,False,observed_support,False
vegana,"Linhaça, semente",Ceia,6,5,15.0,20.0,,,False,observed_support,False
vegana,"Linhaça, semente",Lanche da Manhã,29,28,10.0,20.0,10.0,20.0,True,observed_support,False
vegana,"Linhaça, semente",Lanche da Tarde,10,10,10.0,20.0,,,False,observed_support,False
vegana,"Macarrão, trigo, c/ vegetais, c/ sal",Almoço,6,6,250.0,250.0,,,False,observed_support,False
vegana,"Macarrão, trigo, c/ vegetais, c/ sal",Jantar,1,1,250.0,250.0,,,False,weak_lt_5_occurrences,False
vegana,"Macarrão, trigo, cozido, drenado, s/ óleo, c/ sal",Almoço,14,14,150.0,150.0,,,False,observed_support,False
vegana,"Macarrão, trigo, cozido, drenado, s/ óleo, c/ sal",Jantar,21,19,120.0,180.0,120.0,150.0,True,observed_support,False
vegana,"Macarrão, trigo, integral, cozido, drenado, s/ óleo, c/ sal",Almoço,8,8,150.0,150.0,,,False,observed_support,False
vegana,"Macarrão, trigo, integral, cozido, drenado, s/ óleo, c/ sal",Jantar,52,37,120.0,200.0,150.0,150.0,True,observed_support,False
vegana,"Mamão, Papaia, polpa, in natura",Ceia,7,7,100.0,150.0,,,False,observed_support,False
vegana,"Mamão, Papaia, polpa, in natura",Lanche da Manhã,45,43,150.0,250.0,150.0,200.0,True,observed_support,False
vegana,"Mamão, Papaia, polpa, in natura",Lanche da Tarde,3,3,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegana,"Mamão, polpa, in natura",Lanche da Manhã,5,5,150.0,200.0,,,False,observed_support,False
vegana,"Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, c/ sal",Almoço,33,32,100.0,180.0,100.0,180.0,True,observed_support,False
vegana,"Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, c/ sal",Jantar,11,11,150.0,150.0,,,False,observed_support,False
vegana,"Mandioca, farofa, temperada, c/ sal",Almoço,9,9,30.0,40.0,,,False,observed_support,False
vegana,"Mandioca, s/ casca, cozida, assada, s/ óleo, c/ sal",Almoço,10,10,100.0,120.0,,,False,observed_support,False
vegana,"Manga, polpa, in natura",Café da Manhã,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Manga, polpa, in natura",Lanche da Manhã,2,2,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegana,"Manga, polpa, in natura",Lanche da Tarde,2,2,150.0,150.0,,,False,weak_lt_5_occurrences,False
vegana,"Margarina, c/ óleo interesterificado (65% lipídeos), s/ sal",Café da Manhã,19,9,15.0,20.0,,,False,observed_support,False
vegana,"Margarina, c/ óleo interesterificado (65% lipídeos), s/ sal",Lanche da Tarde,1,1,15.0,15.0,,,False,weak_lt_5_occurrences,False
vegana,"Maçã, c/ casca, in natura",Café da Manhã,1,1,100.0,100.0,,,False,weak_lt_5_occurrences,False
vegana,"Maçã, c/ casca, in natura",Ceia,14,14,100.0,150.0,,,False,observed_support,False
