food_original,mapping_kind,mapped_tbca_name,tbca_code,tbca_record_name,tbca_record_exists,carbon_gco2e_per_100g,water_l_per_100g,ecological_points_per_100g,environmental_mapping_exists,occurrence_count,profiles,used_names_sharing_target,all_map_names_sharing_target,ambiguity_flags,selection_provenance
"Tapioca, sem manteiga, sem recheio",identity,"Tapioca, sem manteiga, sem recheio",BRC0906B,"Tapioca, sem manteiga, sem recheio",True,49.0,154.0,0.7,True,182,regular|vegan|vegetarian,1,1,none,identity_match
"Tomate, in natura",non_identity_unreviewed,"Pitaia,in natura",BRC0225C,"Pitaia,in natura",True,82.0,9.0,0.1,True,262,regular|vegan|vegetarian,5,10,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Tomate, molho, industrializado",non_identity_unreviewed,"Tomate, molho, industrializado, Brasil",BRC0100B,"Tomate, molho, industrializado, Brasil",True,130.0,32.0,0.5,True,32,regular|vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Tomate, refogado (c/ óleo de soja, cebola e alho), c/ sal",identity,"Tomate, refogado (c/ óleo de soja, cebola e alho), c/ sal",BRC0969B,"Tomate, refogado (c/ óleo de soja, cebola e alho), c/ sal",True,94.0,19.0,0.1,True,16,vegan|vegetarian,1,1,none,identity_match
"Torrada, trigo, integral",non_identity_unreviewed,"Torrada, trigo, integral, c/ geleia",BRC0485A,"Torrada, trigo, integral, c/ geleia",True,154.0,132.0,1.0,True,30,regular|vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Torrada, trigo, tradicional",non_identity_unreviewed,"Torrada, trigo, tradicional, c/ geleia",BRC0486A,"Torrada, trigo, tradicional, c/ geleia",True,154.0,132.0,1.0,True,11,regular|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Trigo para quibe, cozido, s/ sal",non_identity_unreviewed,"Tabule, c/ trigo para quibe, c/ sal",BRC0826B,"Tabule, c/ trigo para quibe, c/ sal",True,33.0,37.0,0.5,True,3,vegan,1,2,many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Uva, in natura",non_identity_unreviewed,"Uva,in natura, Brasil",BRC0033C,"Uva,in natura, Brasil",True,24.0,44.0,0.6,True,28,regular|vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Uva, passa, preta",non_identity_unreviewed,"Uva, passa, preta, Brasil",BRC0169C,"Uva, passa, preta, Brasil",True,85.0,175.0,0.6,True,13,vegan|vegetarian,1,1,mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
"Vagem, cozida, drenada, s/ óleo, c/ sal (média de diferentes amostras)",identity,"Vagem, cozida, drenada, s/ óleo, c/ sal (média de diferentes amostras)",BRC0103T,"Vagem, cozida, drenada, s/ óleo, c/ sal (média de diferentes amostras)",True,70.0,95.0,2.9,True,22,regular|vegan|vegetarian,1,1,none,identity_match
"Vagem, refogada (c/ óleo, cebola e alho), c/ sal",identity,"Vagem, refogada (c/ óleo, cebola e alho), c/ sal",BRC0111T,"Vagem, refogada (c/ óleo, cebola e alho), c/ sal",True,70.0,101.0,2.9,True,11,regular|vegan|vegetarian,1,1,none,identity_match
"Vitamina, leite de vaca integral c/ abacate, c/ açúcar",identity,"Vitamina, leite de vaca integral c/ abacate, c/ açúcar",BRC0079G,"Vitamina, leite de vaca integral c/ abacate, c/ açúcar",True,107.0,134.0,0.8,True,7,vegetarian,1,1,none,identity_match
"Vitamina, leite de vaca integral c/ banana, c/ açúcar",identity,"Vitamina, leite de vaca integral c/ banana, c/ açúcar",BRC0073G,"Vitamina, leite de vaca integral c/ banana, c/ açúcar",True,125.0,134.0,0.8,True,54,regular|vegetarian,1,1,none,identity_match
"Vitamina, leite de vaca integral c/ morango, c/ açúcar",identity,"Vitamina, leite de vaca integral c/ morango, c/ açúcar",BRC0081G,"Vitamina, leite de vaca integral c/ morango, c/ açúcar",True,104.0,109.0,0.6,True,6,vegetarian,1,1,none,identity_match
"Óleo, soja",non_identity_unreviewed,"Óleo, soja, frito",BRC0048D,"Óleo, soja, frito",True,169.0,429.0,3.8,True,1,vegan,2,2,many_used_names_to_one_target|many_map_names_to_one_target|mapping_classification_not_preserved,preserved_map_only; original selection rationale unavailable
